Event,Hit,BarID.0,t0,x0,y0,z0,q0,BarID.1,t1,x1,y1,z1,q1,signal,target
301,0,73,4.490e+01,6.017e-02,1.309e-01,5.957e+00,4.141e+01,105,4.634e+01,3.793e-02,1.309e-01,6.165e+00,7.559e+01,1,0
303,0,88,4.683e+01,5.207e-03,2.833e-02,6.061e+00,2.835e+01,89,4.704e+01,-1.182e-02,1.309e-01,6.061e+00,3.338e+01,0,0
305,0,263,6.377e+01,6.938e-03,-8.802e-02,8.122e+00,7.198e+01,264,6.975e+01,-3.950e-03,1.452e-02,8.835e+00,5.187e+01,1,0
306,0,88,4.801e+01,8.693e-02,2.833e-02,6.061e+00,3.124e+00,265,7.258e+01,-1.964e-01,1.171e-01,8.939e+00,4.418e+01,1,0
310,0,119,5.224e+01,6.068e-02,-7.421e-02,6.669e+00,2.536e+01,88,6.792e+01,6.518e-01,2.833e-02,6.061e+00,5.643e+00,1,0
311,0,72,4.984e+01,3.379e-02,2.833e-02,5.957e+00,3.914e+01,104,5.140e+01,9.978e-02,2.833e-02,6.165e+00,4.920e+01,1,0
318,0,88,4.707e+01,4.388e-02,2.833e-02,6.061e+00,4.936e+01,265,8.899e+01,2.303e-01,1.294e-01,1.163e+01,6.540e+01,1,0
322,0,260,6.513e+01,-2.505e-01,-2.931e-01,8.122e+00,1.706e+01,259,6.527e+01,-2.606e-01,-3.956e-01,8.122e+00,2.014e+01,0,0
337,0,89,4.833e+01,1.332e-01,1.309e-01,6.061e+00,3.002e+00,257,8.576e+01,7.641e-01,-5.884e-01,1.061e+01,1.160e+01,1,0
340,0,121,5.138e+01,-5.754e-02,1.309e-01,6.669e+00,5.924e+01,265,6.266e+01,4.021e-02,1.171e-01,8.122e+00,1.085e+01,1,0
342,0,88,4.855e+01,7.575e-02,2.833e-02,6.061e+00,4.151e+01,268,9.352e+01,1.060e-01,4.370e-01,1.163e+01,2.766e+00,1,0
343,0,71,4.696e+01,-1.292e-01,-7.421e-02,5.957e+00,6.080e+01,103,4.837e+01,-1.546e-01,-7.421e-02,6.165e+00,5.638e+01,1,0
345,0,257,8.850e+01,2.818e-01,-5.884e-01,1.109e+01,6.740e+00,257,8.870e+01,2.736e-01,-5.884e-01,1.099e+01,3.811e+01,0,0
352,0,72,4.776e+01,1.482e-02,2.833e-02,5.957e+00,3.546e+01,88,5.305e+01,-1.367e-01,2.833e-02,6.061e+00,2.059e+00,0,0
353,0,72,4.920e+01,-2.776e-02,2.833e-02,5.957e+00,3.824e+01,263,7.379e+01,-3.228e-02,-8.802e-02,8.939e+00,4.288e+01,1,0
354,0,121,5.277e+01,2.222e-02,1.309e-01,6.669e+00,2.897e+01,120,5.285e+01,2.444e-02,2.833e-02,6.669e+00,2.987e+01,0,0
355,0,266,7.380e+01,-1.245e-01,2.196e-01,8.835e+00,2.520e+01,267,7.710e+01,-2.007e-01,3.221e-01,8.835e+00,5.915e+00,0,0
367,0,117,5.196e+01,-7.083e-02,-2.793e-01,6.669e+00,5.699e+01,98,7.502e+01,5.566e-01,-5.869e-01,6.165e+00,2.817e+00,0,0
369,0,87,4.804e+01,1.128e-01,-7.421e-02,6.061e+00,4.136e+01,43,7.042e+01,-3.634e-01,3.360e-01,6.669e+00,2.467e+00,0,0
370,0,46,5.329e+01,-2.688e-01,6.436e-01,6.669e+00,1.970e+01,120,5.356e+01,4.451e-02,2.833e-02,6.669e+00,1.952e+01,1,0
375,0,138,5.342e+01,2.145e-01,2.334e-01,6.773e+00,2.644e+01,266,6.556e+01,3.036e-01,2.196e-01,8.122e+00,4.792e+01,0,0
376,0,136,5.188e+01,3.752e-02,2.833e-02,6.773e+00,6.420e+01,264,8.251e+01,5.875e-01,2.686e-02,1.061e+01,3.410e+00,1,0
377,0,263,6.549e+01,2.387e-01,-8.802e-02,8.226e+00,1.604e+01,264,6.607e+01,2.454e-01,1.452e-02,8.226e+00,3.845e+01,0,0
378,0,119,5.352e+01,-1.512e-01,-7.421e-02,6.669e+00,4.732e+01,263,9.228e+01,9.120e-01,-7.568e-02,1.109e+01,4.134e+00,1,0
392,0,269,6.479e+01,7.339e-01,5.272e-01,8.226e+00,4.320e+01,269,7.717e+01,-7.884e-02,5.272e-01,8.939e+00,3.208e+00,1,0
396,0,103,5.017e+01,-1.006e-01,-7.421e-02,6.165e+00,4.987e+01,133,5.547e+01,-3.590e-01,-2.793e-01,6.773e+00,1.350e+01,1,0
405,0,136,5.256e+01,4.949e-02,2.833e-02,6.773e+00,1.661e+01,266,6.487e+01,3.870e-01,2.196e-01,8.122e+00,5.138e+01,0,0
408,0,71,4.597e+01,-5.148e-02,-7.421e-02,5.957e+00,1.958e+01,262,8.631e+01,-1.165e-01,-1.782e-01,1.109e+01,1.063e+01,1,0
420,0,72,5.030e+01,2.693e-01,2.833e-02,5.957e+00,3.806e+01,266,8.850e+01,7.604e-01,2.319e-01,1.061e+01,4.237e+00,1,0
422,0,120,5.579e+01,2.777e-02,2.833e-02,6.669e+00,2.284e+01,136,5.622e+01,4.186e-02,2.833e-02,6.773e+00,2.162e+01,0,0
426,0,264,6.767e+01,-7.980e-02,1.452e-02,8.835e+00,6.051e+01,267,8.116e+01,6.101e-02,3.345e-01,1.051e+01,7.080e+01,1,0
427,0,88,4.978e+01,-4.866e-02,2.833e-02,6.061e+00,3.723e+01,103,5.040e+01,-3.091e-02,-7.421e-02,6.165e+00,8.269e+00,1,0
430,0,103,4.749e+01,-2.342e-02,-7.421e-02,6.165e+00,6.255e+01,135,5.155e+01,3.006e-02,-7.421e-02,6.773e+00,1.160e+01,1,0
431,0,120,5.132e+01,2.860e-02,2.833e-02,6.669e+00,5.536e+00,264,6.782e+01,1.372e-01,1.452e-02,8.835e+00,5.623e+01,1,0
434,0,104,5.049e+01,4.750e-03,2.833e-02,6.165e+00,4.398e+01,261,6.757e+01,-9.966e-02,-1.906e-01,8.122e+00,6.043e+01,1,0
437,0,263,6.105e+01,-8.136e-02,-8.802e-02,8.122e+00,6.387e+01,264,6.267e+01,-5.894e-01,1.452e-02,8.226e+00,6.031e+00,1,0
443,0,264,6.300e+01,4.289e-01,1.452e-02,8.122e+00,8.877e+00,265,8.256e+01,-1.897e-01,1.294e-01,1.061e+01,5.057e+01,1,0
449,0,73,4.610e+01,-5.893e-02,1.309e-01,5.957e+00,1.660e+01,120,5.179e+01,-5.874e-02,2.833e-02,6.669e+00,2.018e+01,1,0
451,0,72,4.668e+01,1.258e-01,2.833e-02,5.957e+00,4.486e+01,73,4.709e+01,1.417e-01,1.309e-01,5.957e+00,8.016e+00,0,0
457,0,120,5.191e+01,2.824e-02,2.833e-02,6.669e+00,1.736e+01,119,5.225e+01,4.023e-02,-7.421e-02,6.669e+00,3.359e+01,0,0
459,0,263,8.205e+01,-2.491e-01,-7.568e-02,1.051e+01,7.933e+00,264,8.205e+01,-2.520e-01,2.686e-02,1.051e+01,5.141e+01,0,0
463,0,261,8.006e+01,2.266e-01,-2.808e-01,1.041e+01,3.743e+01,261,8.058e+01,2.474e-01,-2.808e-01,1.051e+01,3.115e+01,0,0
469,0,87,4.781e+01,-1.395e-01,-7.421e-02,6.061e+00,1.242e+01,138,5.462e+01,-3.572e-01,2.334e-01,6.773e+00,3.992e+01,0,0
472,0,263,6.952e+01,1.412e-01,-8.802e-02,8.835e+00,2.635e+01,263,7.012e+01,1.391e-01,-8.802e-02,8.939e+00,3.100e+01,0,0
476,0,265,6.295e+01,-3.912e-03,1.171e-01,8.122e+00,3.937e+01,265,8.343e+01,-8.852e-01,1.294e-01,1.061e+01,1.911e+01,1,0
478,0,137,5.379e+01,-1.525e-02,1.309e-01,6.773e+00,2.255e+01,136,5.533e+01,-1.486e-01,2.833e-02,6.773e+00,1.576e+00,0,0
482,0,103,4.838e+01,1.383e-02,-7.421e-02,6.165e+00,4.678e+01,74,5.490e+01,1.794e-01,2.334e-01,5.957e+00,1.172e+00,0,0
485,0,136,5.367e+01,-1.248e-01,2.833e-02,6.773e+00,2.381e+00,260,9.159e+01,5.106e-01,-3.833e-01,1.143e+01,3.483e+01,1,0
494,0,264,6.279e+01,3.190e-02,1.452e-02,8.122e+00,4.929e+01,265,6.357e+01,4.633e-02,1.171e-01,8.122e+00,4.059e+00,0,0
498,0,104,4.913e+01,3.911e-02,2.833e-02,6.165e+00,1.034e+01,47,5.728e+01,-1.501e-01,7.461e-01,6.669e+00,2.914e+01,0,0
499,0,87,4.895e+01,-3.242e-02,-7.421e-02,6.061e+00,5.455e+01,104,5.022e+01,2.704e-02,2.833e-02,6.165e+00,5.877e+01,1,0
503,0,72,4.569e+01,1.186e-02,2.833e-02,5.957e+00,6.899e+00,89,4.682e+01,1.995e-02,1.309e-01,6.061e+00,5.458e+01,0,0
522,0,88,4.623e+01,-2.001e-02,2.833e-02,6.061e+00,3.872e+01,104,4.634e+01,-1.839e-02,2.833e-02,6.165e+00,4.612e+01,0,0
551,0,44,5.527e+01,-3.662e-01,4.385e-01,6.669e+00,3.770e+01,89,7.080e+01,-3.649e-01,1.309e-01,6.061e+00,1.427e+00,0,0
564,0,134,5.556e+01,-6.184e-02,-1.768e-01,6.773e+00,1.458e+01,268,8.834e+01,5.842e-01,4.247e-01,8.122e+00,1.772e+00,0,0
581,0,103,4.880e+01,1.319e-01,-7.421e-02,6.165e+00,3.637e+01,104,4.887e+01,1.307e-01,2.833e-02,6.165e+00,6.245e+00,0,0
582,0,86,5.235e+01,-7.316e-02,-1.768e-01,6.061e+00,3.684e+01,101,5.460e+01,-1.203e-02,-2.793e-01,6.165e+00,1.440e+01,0,0
585,0,263,6.676e+01,-5.732e-02,-8.802e-02,8.835e+00,4.577e+01,258,8.822e+01,2.606e-01,-4.982e-01,8.226e+00,1.786e+00,0,0
603,0,73,4.810e+01,-2.992e-02,1.309e-01,5.957e+00,2.529e+01,107,5.165e+01,-1.899e-01,3.360e-01,6.165e+00,2.023e+01,0,0
615,0,120,5.425e+01,-6.948e-03,2.833e-02,6.669e+00,2.366e+01,136,5.458e+01,-1.932e-02,2.833e-02,6.773e+00,4.250e+01,0,0
620,0,260,8.298e+01,-1.767e-01,-3.833e-01,1.041e+01,2.083e+01,261,8.334e+01,-1.689e-01,-2.808e-01,1.041e+01,1.400e+01,0,0
622,0,88,4.687e+01,6.872e-02,2.833e-02,6.061e+00,1.991e+01,89,4.731e+01,5.126e-02,1.309e-01,6.061e+00,3.073e+01,0,0
624,0,135,5.301e+01,-2.288e-02,-7.421e-02,6.773e+00,4.023e+01,136,5.464e+01,6.849e-03,2.833e-02,6.773e+00,3.971e+00,0,0
627,0,87,4.828e+01,-2.027e-01,-7.421e-02,6.061e+00,5.277e+00,88,4.829e+01,-2.161e-01,2.833e-02,6.061e+00,3.195e+01,0,0
663,0,118,5.348e+01,1.538e-01,-1.768e-01,6.669e+00,6.297e+01,119,5.559e+01,1.303e-01,-7.421e-02,6.669e+00,3.051e+00,0,0
669,0,263,6.408e+01,1.379e-01,-8.802e-02,8.226e+00,2.304e+01,265,7.217e+01,6.120e-01,1.171e-01,8.939e+00,3.282e+01,0,0
693,0,88,4.777e+01,-1.994e-01,2.833e-02,6.061e+00,1.869e+01,84,5.033e+01,1.748e-01,-3.818e-01,6.061e+00,1.741e+00,0,0
697,0,264,6.710e+01,-3.201e-02,1.452e-02,8.122e+00,1.607e+00,265,7.353e+01,-1.345e-01,1.171e-01,8.835e+00,1.732e+01,0,0
711,0,264,6.143e+01,2.004e-03,1.452e-02,8.122e+00,4.135e+01,267,7.091e+01,3.877e-01,3.221e-01,8.226e+00,7.199e+00,0,0
713,0,120,5.009e+01,1.778e-01,2.833e-02,6.669e+00,1.928e+01,119,5.026e+01,1.697e-01,-7.421e-02,6.669e+00,3.811e+01,0,0
721,0,271,9.759e+01,7.540e-01,7.446e-01,1.153e+01,2.253e+00,267,9.998e+01,7.726e-01,3.345e-01,1.109e+01,1.863e+01,0,0
724,0,135,5.244e+01,1.862e-02,-7.421e-02,6.773e+00,4.299e+01,267,8.467e+01,1.837e-01,3.221e-01,8.122e+00,2.028e+00,0,0
731,0,266,8.848e+01,-7.288e-01,2.319e-01,1.099e+01,1.517e+01,263,1.006e+02,-7.814e-01,-7.568e-02,1.041e+01,1.145e+00,0,0
738,0,264,6.310e+01,6.350e-02,1.452e-02,8.226e+00,5.754e+01,265,6.830e+01,-4.372e-02,1.171e-01,8.226e+00,1.328e+00,0,0
750,0,263,6.973e+01,1.983e-01,-8.802e-02,8.835e+00,3.439e+00,263,6.975e+01,2.069e-01,-8.802e-02,8.939e+00,2.876e+01,0,0
752,0,87,4.719e+01,-3.265e-02,-7.421e-02,6.061e+00,9.169e+00,103,4.762e+01,-2.721e-02,-7.421e-02,6.165e+00,6.825e+01,0,0
755,0,264,8.493e+01,-5.789e-02,2.686e-02,1.061e+01,4.304e+01,256,9.486e+01,2.441e-01,-6.909e-01,1.051e+01,1.501e+00,0,0
757,0,103,4.677e+01,1.632e-03,-7.421e-02,6.165e+00,3.175e+01,121,5.344e+01,2.210e-02,1.309e-01,6.669e+00,1.632e+01,0,0
764,0,103,5.159e+01,-1.750e-01,-7.421e-02,6.165e+00,3.159e+00,122,5.732e+01,-1.532e-01,2.334e-01,6.669e+00,3.708e+01,0,0
782,0,73,4.767e+01,-1.514e-01,1.309e-01,5.957e+00,3.313e+01,71,5.306e+01,-4.045e-01,-7.421e-02,5.957e+00,5.996e+00,0,0
793,0,71,4.766e+01,-5.316e-02,-7.421e-02,5.957e+00,4.001e+00,60,5.307e+01,2.083e-01,4.385e-01,6.773e+00,6.660e+01,0,0
794,0,71,4.611e+01,1.519e-01,-7.421e-02,5.957e+00,3.283e+01,87,4.657e+01,1.534e-01,-7.421e-02,6.061e+00,2.832e+01,0,0
799,0,256,8.743e+01,-4.095e-01,-7.935e-01,1.099e+01,6.459e+01,256,9.554e+01,1.424e-01,-6.909e-01,1.163e+01,3.465e+00,0,0
803,0,262,8.279e+01,-4.817e-01,-1.782e-01,1.051e+01,4.132e+00,261,8.282e+01,-4.892e-01,-2.808e-01,1.051e+01,5.581e+01,0,0
804,0,104,4.751e+01,7.275e-02,2.833e-02,6.165e+00,1.191e+00,114,5.866e+01,-1.135e-01,-5.869e-01,6.669e+00,1.953e+00,0,0
813,0,265,6.445e+01,3.131e-01,1.171e-01,8.226e+00,3.628e+01,266,6.446e+01,2.935e-01,2.196e-01,8.226e+00,1.483e+01,0,0
826,0,259,8.306e+01,-3.731e-01,-4.858e-01,1.051e+01,2.708e+01,260,8.359e+01,-3.713e-01,-3.833e-01,1.051e+01,1.211e+01,0,0
831,0,90,4.770e+01,-7.899e-02,2.334e-01,6.061e+00,2.112e+01,63,7.472e+01,7.827e-01,7.461e-01,6.773e+00,4.999e+00,0,0
833,0,71,4.661e+01,6.569e-03,-7.421e-02,5.957e+00,3.954e+01,70,4.892e+01,-1.966e-01,-1.768e-01,5.957e+00,3.479e+00,0,0
836,0,136,5.154e+01,9.283e-03,2.833e-02,6.773e+00,1.380e+01,261,6.361e+01,-3.675e-01,-1.906e-01,8.122e+00,5.828e+01,0,0
839,0,267,7.207e+01,4.099e-01,3.221e-01,8.835e+00,2.488e+01,268,7.288e+01,3.635e-01,4.247e-01,8.939e+00,7.923e+00,0,0
860,0,89,4.677e+01,6.530e-02,1.309e-01,6.061e+00,3.662e+01,105,4.827e+01,2.620e-02,1.309e-01,6.165e+00,1.010e+01,0,0
875,0,102,4.965e+01,-7.409e-02,-1.768e-01,6.165e+00,3.244e+00,122,5.776e+01,3.671e-01,2.334e-01,6.669e+00,2.633e+01,0,0
884,0,265,8.342e+01,-3.691e-02,1.294e-01,1.051e+01,2.375e+01,264,8.617e+01,8.590e-02,2.686e-02,1.041e+01,1.385e+01,0,0
906,0,71,4.787e+01,-1.172e-03,-7.421e-02,5.957e+00,3.143e+00,264,6.923e+01,7.068e-01,1.452e-02,8.226e+00,3.738e+01,0,0
916,0,103,5.014e+01,1.070e-01,-7.421e-02,6.165e+00,3.706e+01,87,5.015e+01,1.103e-01,-7.421e-02,6.061e+00,9.984e+00,0,0
926,0,256,8.293e+01,9.758e-01,-7.935e-01,1.061e+01,3.147e+01,256,8.311e+01,9.742e-01,-7.935e-01,1.051e+01,3.323e+01,0,0
946,0,87,4.876e+01,6.752e-02,-7.421e-02,6.061e+00,4.342e+01,103,5.193e+01,8.541e-02,-7.421e-02,6.165e+00,3.449e+00,0,0
958,0,119,5.162e+01,-1.656e-01,-7.421e-02,6.669e+00,2.882e+01,104,6.035e+01,-6.480e-01,2.833e-02,6.165e+00,1.412e+01,0,0
959,0,119,5.525e+01,4.427e-02,-7.421e-02,6.669e+00,1.056e+01,100,6.248e+01,-1.053e-01,-3.818e-01,6.165e+00,7.322e+00,0,0
961,0,104,4.766e+01,-5.241e-02,2.833e-02,6.165e+00,5.436e+00,119,5.104e+01,-3.794e-02,-7.421e-02,6.669e+00,7.519e+01,0,0
965,0,74,4.705e+01,5.948e-01,2.334e-01,5.957e+00,4.713e+00,11,4.722e+01,5.825e-01,3.360e-01,5.957e+00,3.983e+01,0,0
971,0,268,9.266e+01,2.683e-01,4.370e-01,1.109e+01,6.713e+00,270,9.915e+01,6.034e-01,6.421e-01,1.163e+01,4.867e+00,0,0
500006,0,121,5.628e+01,-1.313e-01,1.309e-01,6.669e+00,3.978e+01,265,6.876e+01,-4.250e-02,1.171e-01,8.122e+00,3.729e+01,1,1
500007,0,104,5.124e+01,1.847e-01,2.833e-02,6.165e+00,4.551e+01,264,7.266e+01,1.788e-01,1.452e-02,8.835e+00,5.351e+01,1,1
500009,0,88,5.254e+01,-2.332e-01,2.833e-02,6.061e+00,4.743e+01,267,7.624e+01,-6.075e-01,3.221e-01,8.835e+00,4.533e+01,1,1
500011,0,136,5.635e+01,-1.044e-02,2.833e-02,6.773e+00,2.262e+01,119,5.818e+01,1.047e-01,-7.421e-02,6.669e+00,2.556e+00,0,1
500012,0,88,5.240e+01,-5.967e-02,2.833e-02,6.061e+00,1.656e+01,104,5.283e+01,-6.533e-02,2.833e-02,6.165e+00,3.079e+01,0,1
500014,0,265,7.674e+01,-5.441e-01,1.171e-01,8.939e+00,4.922e+00,260,9.218e+01,-5.798e-01,-3.833e-01,1.061e+01,1.835e+01,0,1
500018,0,87,5.196e+01,2.568e-02,-7.421e-02,6.061e+00,4.713e+01,119,5.824e+01,-5.257e-03,-7.421e-02,6.669e+00,3.774e+01,1,1
500020,0,121,5.421e+01,-2.543e-01,1.309e-01,6.669e+00,1.432e+01,137,5.444e+01,-2.584e-01,1.309e-01,6.773e+00,4.523e+01,0,1
500021,0,265,8.859e+01,-5.024e-02,1.294e-01,1.041e+01,3.776e+01,259,9.844e+01,-5.900e-01,-4.858e-01,1.143e+01,4.134e+01,1,1
500022,0,136,5.829e+01,1.513e-01,2.833e-02,6.773e+00,4.319e+00,265,8.892e+01,2.225e-01,1.294e-01,1.061e+01,4.095e+01,1,1
500024,0,263,6.817e+01,-9.085e-02,-8.802e-02,8.122e+00,8.791e+00,263,6.843e+01,-8.946e-02,-8.802e-02,8.226e+00,4.532e+01,0,1
500026,0,260,7.019e+01,6.846e-01,-2.931e-01,8.226e+00,1.712e+01,264,7.963e+01,4.980e-01,1.452e-02,8.835e+00,1.289e+00,0,1
500029,0,106,4.950e+01,6.869e-03,2.334e-01,6.165e+00,1.681e+01,138,5.404e+01,9.353e-02,2.334e-01,6.773e+00,5.977e+01,1,1
500033,0,119,5.450e+01,5.661e-02,-7.421e-02,6.669e+00,2.046e+01,107,5.794e+01,8.976e-02,3.359e-01,6.165e+00,4.185e+00,0,1
500039,0,87,5.099e+01,1.187e-01,-7.421e-02,6.061e+00,5.285e+01,104,5.419e+01,4.862e-02,2.833e-02,6.165e+00,2.676e+00,0,1
500040,0,88,5.093e+01,4.092e-02,2.833e-02,6.061e+00,3.036e+00,268,7.741e+01,-6.880e-01,4.247e-01,8.226e+00,1.843e+00,1,1
500042,0,105,5.270e+01,-3.725e-02,1.309e-01,6.165e+00,5.593e+00,138,5.866e+01,-2.445e-01,2.334e-01,6.773e+00,1.563e+01,0,1
500044,0,117,5.570e+01,-5.754e-02,-2.793e-01,6.669e+00,1.091e+01,116,5.611e+01,-5.076e-02,-3.818e-01,6.669e+00,1.786e+01,0,1
500045,0,73,4.934e+01,-5.187e-03,1.309e-01,5.957e+00,6.785e+01,138,5.678e+01,5.700e-02,2.334e-01,6.773e+00,3.482e+01,1,1
500047,0,264,6.709e+01,-1.041e-02,1.452e-02,8.122e+00,2.343e+01,258,7.561e+01,1.347e-02,-4.982e-01,8.226e+00,9.944e-01,0,1
500052,0,71,4.767e+01,-1.385e-02,-7.421e-02,5.957e+00,2.164e+01,263,8.400e+01,5.898e-02,-7.568e-02,1.051e+01,4.121e+01,1,1
500057,0,72,5.424e+01,-1.144e-01,2.833e-02,5.957e+00,3.168e+00,121,5.988e+01,3.381e-02,1.309e-01,6.669e+00,4.928e+01,1,1
500061,0,264,6.806e+01,3.764e-01,1.452e-02,8.122e+00,3.939e+01,266,9.756e+01,7.488e-01,2.319e-01,1.163e+01,1.191e+01,1,1
500063,0,264,6.855e+01,6.329e-04,1.452e-02,8.122e+00,1.342e+01,265,7.840e+01,3.877e-01,1.171e-01,8.835e+00,3.183e+01,1,1
500065,0,265,6.688e+01,3.710e-01,1.171e-01,8.122e+00,1.003e+01,263,7.403e+01,2.823e-01,-8.802e-02,8.122e+00,1.549e+00,0,1
500068,0,71,5.105e+01,-1.118e-01,-7.421e-02,5.957e+00,2.222e+01,72,5.120e+01,-1.090e-01,2.833e-02,5.957e+00,1.898e+01,0,1
500071,0,72,5.070e+01,1.453e-01,2.833e-02,5.957e+00,2.273e+01,269,9.948e+01,-7.655e-01,5.396e-01,1.143e+01,5.916e+01,1,1
500072,0,73,5.119e+01,-2.304e-02,1.309e-01,5.957e+00,3.938e+01,257,7.796e+01,5.247e-01,-6.007e-01,8.939e+00,1.038e+01,1,1
500074,0,72,4.962e+01,-1.951e-01,2.833e-02,5.957e+00,3.837e+01,89,5.071e+01,-1.339e-01,1.309e-01,6.061e+00,1.212e+00,0,1
500075,0,266,7.910e+01,-3.192e-01,2.196e-01,8.939e+00,3.173e+01,267,8.282e+01,-3.585e-01,3.221e-01,8.939e+00,1.085e+00,0,1
500076,0,72,5.041e+01,-1.800e-01,2.833e-02,5.957e+00,2.654e+01,97,7.193e+01,3.991e-01,-6.895e-01,6.165e+00,3.790e+00,0,1
500078,0,71,5.220e+01,-1.995e-01,-7.421e-02,5.957e+00,5.899e+01,263,9.007e+01,-2.317e-01,-7.568e-02,1.041e+01,1.304e+01,1,1
500081,0,104,5.198e+01,2.138e-01,2.833e-02,6.165e+00,3.403e+01,261,9.629e+01,6.771e-01,-2.808e-01,1.143e+01,6.785e+01,1,1
500083,0,267,8.524e+01,-1.420e-03,3.345e-01,1.041e+01,1.866e+01,265,9.317e+01,-2.804e-01,1.294e-01,1.109e+01,5.048e+00,0,1
500090,0,87,4.974e+01,1.296e-01,-7.421e-02,6.061e+00,1.137e+01,103,5.136e+01,6.663e-02,-7.421e-02,6.165e+00,3.921e+01,0,1
500094,0,264,6.830e+01,-6.969e-02,1.452e-02,8.226e+00,3.477e+01,265,6.984e+01,-3.630e-02,1.171e-01,8.226e+00,5.492e+00,0,1
500096,0,265,7.086e+01,-1.275e-01,1.171e-01,8.226e+00,4.008e+01,260,8.306e+01,-1.783e-01,-2.931e-01,8.835e+00,3.699e+00,0,1
500097,0,72,4.917e+01,3.141e-02,2.833e-02,5.957e+00,8.364e+00,72,5.049e+01,-3.026e-02,2.833e-02,5.957e+00,6.196e+01,1,1
500098,0,265,7.379e+01,-1.088e-01,1.171e-01,8.835e+00,3.166e+01,266,7.412e+01,-1.098e-01,2.196e-01,8.835e+00,6.733e+00,0,1
500101,0,121,5.718e+01,-2.818e-02,1.309e-01,6.669e+00,6.347e+01,120,5.743e+01,1.536e-01,2.833e-02,6.669e+00,4.225e+01,1,1
500113,0,104,5.253e+01,3.384e-02,2.833e-02,6.165e+00,3.926e+01,118,5.674e+01,1.044e-01,-1.768e-01,6.669e+00,4.163e+01,1,1
500114,0,104,5.159e+01,1.095e-01,2.833e-02,6.165e+00,1.261e+01,118,5.728e+01,-3.383e-02,-1.768e-01,6.669e+00,3.643e+01,1,1
500115,0,135,5.451e+01,-1.409e-01,-7.421e-02,6.773e+00,4.083e+01,119,5.477e+01,-1.356e-01,-7.421e-02,6.669e+00,6.845e+00,0,1
500116,0,88,5.135e+01,4.537e-02,2.833e-02,6.061e+00,4.291e+01,87,5.206e+01,-4.193e-02,-7.421e-02,6.061e+00,2.161e+00,1,1
500118,0,135,5.478e+01,-1.390e-01,-7.421e-02,6.773e+00,4.030e+01,136,5.635e+01,-1.478e-01,2.833e-02,6.773e+00,3.995e+00,0,1
500123,0,138,5.650e+01,1.613e-02,2.334e-01,6.773e+00,4.418e+01,45,6.414e+01,-1.074e-01,5.410e-01,6.669e+00,2.588e+00,0,1
500124,0,87,5.169e+01,1.641e-01,-7.421e-02,6.061e+00,3.460e+01,256,9.036e+01,-5.776e-01,-7.935e-01,1.041e+01,6.352e+01,1,1
500125,0,120,5.735e+01,-1.066e-01,2.833e-02,6.669e+00,3.650e+01,121,5.838e+01,-2.625e-02,1.309e-01,6.669e+00,4.941e+00,0,1
500126,0,87,5.172e+01,5.678e-02,-7.421e-02,6.061e+00,3.662e+01,269,7.008e+01,-2.034e-01,5.272e-01,8.122e+00,3.890e+01,1,1
500127,0,73,5.271e+01,-8.812e-02,1.309e-01,5.957e+00,2.066e+01,89,5.502e+01,-1.722e-01,1.309e-01,6.061e+00,8.358e+00,0,1
500128,0,265,9.362e+01,-1.558e-01,1.294e-01,1.109e+01,2.182e+01,265,9.983e+01,2.052e-01,1.294e-01,1.143e+01,2.533e+00,0,1
500131,0,268,7.083e+01,-2.682e-01,4.247e-01,8.226e+00,3.895e+00,266,7.897e+01,3.105e-01,2.196e-01,8.835e+00,8.447e+00,0,1
500135,0,88,5.130e+01,-1.500e-01,2.833e-02,6.061e+00,5.203e+00,264,6.756e+01,-2.233e-01,1.452e-02,8.122e+00,3.934e+01,1,1
500137,0,271,7.780e+01,-7.136e-01,7.323e-01,8.835e+00,2.548e+01,268,1.001e+02,-7.333e-01,4.370e-01,1.143e+01,3.590e+01,1,1
500138,0,104,5.063e+01,-1.636e-01,2.833e-02,6.165e+00,5.209e+01,135,5.587e+01,-3.212e-01,-7.421e-02,6.773e+00,7.281e+00,1,1
500139,0,101,5.287e+01,-3.285e-01,-2.793e-01,6.165e+00,4.181e+00,121,5.553e+01,-2.844e-01,1.309e-01,6.669e+00,5.551e+01,0,1
500141,0,71,5.151e+01,-4.263e-02,-7.421e-02,5.957e+00,2.535e+01,257,1.041e+02,-2.002e-01,-5.884e-01,1.143e+01,3.262e+01,1,1
500146,0,263,7.247e+01,-4.710e-02,-8.802e-02,8.939e+00,1.652e+01,263,7.263e+01,-3.501e-02,-8.802e-02,8.835e+00,1.882e+01,0,1
500147,0,71,5.607e+01,3.374e-01,-7.421e-02,5.957e+00,2.236e+01,87,6.195e+01,4.709e-01,-7.421e-02,6.061e+00,1.098e+00,0,1
500150,0,70,5.083e+01,9.915e-02,-1.768e-01,5.957e+00,6.198e+01,266,7.104e+01,5.157e-01,2.196e-01,8.226e+00,4.283e+01,1,1
500152,0,87,5.425e+01,8.110e-02,-7.421e-02,6.061e+00,4.164e+01,103,5.438e+01,3.636e-02,-7.421e-02,6.165e+00,1.302e+01,1,1
500153,0,104,5.100e+01,-2.150e-02,2.833e-02,6.165e+00,4.003e+00,261,6.902e+01,-9.060e-01,-1.906e-01,8.122e+00,4.630e+01,1,1
