Event,Hit,BarID.0,t0,x0,y0,z0,q0,BarID.1,t1,x1,y1,z1,q1,signal,target
500154,0,71,4.997e+01,1.706e-02,-7.421e-02,5.957e+00,3.110e+01,135,5.677e+01,2.446e-02,-7.421e-02,6.773e+00,2.327e+01,1,1
500161,0,105,5.129e+01,7.367e-03,1.309e-01,6.165e+00,1.334e+01,267,6.737e+01,-8.966e-02,3.221e-01,8.122e+00,1.491e+01,1,1
500165,0,119,5.483e+01,3.487e-02,-7.421e-02,6.669e+00,6.395e+01,135,5.511e+01,1.719e-02,-7.421e-02,6.773e+00,3.890e+00,1,1
500167,0,265,6.979e+01,-1.927e-02,1.171e-01,8.122e+00,3.551e+01,265,7.175e+01,-5.696e-02,1.171e-01,8.226e+00,1.752e+00,0,1
500168,0,264,6.703e+01,7.432e-02,1.452e-02,8.122e+00,5.834e+00,264,7.473e+01,1.784e-01,1.452e-02,8.939e+00,3.307e+01,1,1
500172,0,87,5.230e+01,-3.305e-02,-7.421e-02,6.061e+00,4.079e+01,267,6.935e+01,-1.188e-01,3.221e-01,8.122e+00,1.195e+01,1,1
500177,0,260,6.742e+01,-5.088e-01,-2.931e-01,8.122e+00,4.870e+01,265,7.374e+01,-9.009e-02,1.171e-01,8.835e+00,4.225e+01,1,1
500178,0,105,5.143e+01,4.138e-02,1.309e-01,6.165e+00,4.433e+01,269,6.876e+01,-1.721e-03,5.272e-01,8.122e+00,3.957e+01,1,1
500182,0,265,7.623e+01,-3.364e-01,1.171e-01,8.835e+00,9.451e+00,270,1.107e+02,-5.781e-01,6.421e-01,1.061e+01,4.596e+00,0,1
500184,0,87,5.112e+01,3.079e-02,-7.421e-02,6.061e+00,1.180e+01,267,1.048e+02,-7.474e-02,3.345e-01,1.143e+01,1.162e+00,1,1
500185,0,88,4.938e+01,2.415e-02,2.833e-02,6.061e+00,1.938e+01,265,9.330e+01,1.431e-01,1.294e-01,1.143e+01,2.643e+01,1,1
500186,0,87,5.224e+01,-1.337e-01,-7.421e-02,6.061e+00,1.355e+01,88,5.251e+01,-1.346e-01,2.833e-02,6.061e+00,2.768e+00,0,1
500191,0,271,6.974e+01,-7.581e-01,7.323e-01,8.122e+00,2.704e+01,271,7.094e+01,-7.452e-01,7.323e-01,8.226e+00,4.208e+00,0,1
500192,0,119,5.540e+01,-1.091e-01,-7.421e-02,6.669e+00,2.138e+00,268,8.108e+01,-2.982e-01,4.247e-01,8.226e+00,1.179e+00,0,1
500194,0,259,7.208e+01,7.710e-02,-3.956e-01,8.226e+00,8.706e+00,261,1.009e+02,2.301e-01,-2.808e-01,1.109e+01,2.659e+01,0,1
500196,0,43,5.856e+01,-1.362e-01,3.360e-01,6.669e+00,2.199e+01,270,7.747e+01,2.287e-01,6.298e-01,8.835e+00,3.403e+01,1,1
500205,0,136,5.575e+01,-2.364e-01,2.833e-02,6.773e+00,3.717e+01,263,6.619e+01,5.575e-02,-8.802e-02,8.226e+00,6.109e+00,1,1
500207,0,104,5.087e+01,9.128e-02,2.833e-02,6.165e+00,9.314e+00,103,5.481e+01,-1.554e-01,-7.421e-02,6.165e+00,9.689e+00,0,1
500212,0,70,5.076e+01,-7.269e-02,-1.768e-01,5.957e+00,1.115e+01,138,5.937e+01,1.474e-01,2.334e-01,6.773e+00,2.229e+01,1,1
500213,0,106,5.463e+01,-2.606e-01,2.334e-01,6.165e+00,1.150e+01,74,5.841e+01,-1.684e-01,2.334e-01,5.957e+00,1.116e+00,0,1
500217,0,256,7.352e+01,1.417e-01,-7.033e-01,8.835e+00,1.447e+01,257,7.685e+01,1.495e-01,-6.007e-01,8.939e+00,5.341e+00,0,1
500219,0,267,6.926e+01,-5.142e-01,3.221e-01,8.122e+00,2.537e+01,267,6.941e+01,-5.214e-01,3.221e-01,8.226e+00,3.470e+01,0,1
500225,0,88,5.487e+01,1.044e-01,2.833e-02,6.061e+00,2.498e+01,264,7.471e+01,-3.195e-01,1.452e-02,8.226e+00,2.220e+01,1,1
500229,0,104,5.402e+01,2.186e-01,2.833e-02,6.165e+00,4.616e+01,270,7.954e+01,6.926e-01,6.298e-01,8.939e+00,3.998e+01,1,1
500232,0,119,5.570e+01,-2.443e-01,-7.421e-02,6.669e+00,3.392e+01,138,5.982e+01,-1.486e-01,2.334e-01,6.773e+00,1.951e+01,0,1
500233,0,88,4.852e+01,6.193e-02,2.833e-02,6.061e+00,2.668e+01,103,4.971e+01,7.414e-02,-7.421e-02,6.165e+00,2.101e+00,0,1
500241,0,269,7.217e+01,6.495e-01,5.272e-01,8.226e+00,2.267e+01,268,7.567e+01,5.334e-01,4.247e-01,8.122e+00,1.188e+00,0,1
500242,0,135,5.496e+01,-2.514e-01,-7.421e-02,6.773e+00,6.940e+01,266,6.696e+01,-7.026e-02,2.196e-01,8.226e+00,4.268e+01,1,1
500250,0,71,4.960e+01,-4.766e-02,-7.421e-02,5.957e+00,1.485e+01,264,6.985e+01,-1.393e-01,1.452e-02,8.226e+00,1.498e+00,1,1
500253,0,263,6.672e+01,2.934e-02,-8.802e-02,8.122e+00,3.697e+01,267,7.286e+01,-2.121e-02,3.221e-01,8.122e+00,1.070e+01,0,1
500257,0,104,5.305e+01,5.506e-03,2.833e-02,6.165e+00,3.356e+01,260,6.990e+01,3.764e-01,-2.931e-01,8.122e+00,3.911e+01,1,1
500258,0,71,4.874e+01,-5.504e-02,-7.421e-02,5.957e+00,5.738e+01,103,5.037e+01,1.937e-02,-7.421e-02,6.165e+00,3.319e+01,1,1
500260,0,257,7.284e+01,9.942e-01,-6.007e-01,8.835e+00,1.298e+01,266,7.722e+01,1.966e-01,2.196e-01,8.835e+00,1.001e+01,1,1
500262,0,87,5.102e+01,4.780e-02,-7.421e-02,6.061e+00,4.435e+01,74,5.470e+01,-8.490e-02,2.334e-01,5.957e+00,1.477e+00,1,1
500263,0,265,7.669e+01,-6.370e-01,1.171e-01,8.835e+00,1.003e+01,265,7.688e+01,-6.318e-01,1.171e-01,8.939e+00,3.055e+01,0,1
500265,0,88,5.307e+01,-1.795e-01,2.833e-02,6.061e+00,2.569e+01,265,7.769e+01,-2.423e-01,1.171e-01,8.835e+00,4.493e+01,1,1
500268,0,258,7.301e+01,1.300e-01,-4.982e-01,8.226e+00,1.366e+01,258,7.841e+01,7.299e-04,-4.982e-01,8.122e+00,4.297e+00,0,1
500269,0,103,5.088e+01,-9.896e-02,-7.421e-02,6.165e+00,5.010e+01,119,5.621e+01,-1.362e-02,-7.421e-02,6.669e+00,1.568e+01,1,1
500270,0,135,6.002e+01,-3.971e-02,-7.421e-02,6.773e+00,5.417e+00,265,9.396e+01,-2.478e-01,1.294e-01,1.041e+01,1.456e+01,1,1
500271,0,89,5.161e+01,-7.087e-02,1.309e-01,6.061e+00,3.164e+01,74,5.656e+01,7.871e-02,2.334e-01,5.957e+00,2.940e+00,0,1
500277,0,135,5.454e+01,-6.028e-02,-7.421e-02,6.773e+00,3.122e+01,135,5.476e+01,-3.079e-02,-7.421e-02,6.773e+00,1.615e+01,1,1
500278,0,103,5.184e+01,7.506e-02,-7.421e-02,6.165e+00,2.858e+01,71,5.552e+01,1.814e-01,-7.421e-02,5.957e+00,3.029e+00,0,1
500279,0,265,6.926e+01,-1.240e-02,1.171e-01,8.226e+00,3.796e+01,265,8.867e+01,-1.530e-01,1.294e-01,1.041e+01,2.750e+01,1,1
500284,0,71,5.423e+01,-5.895e-02,-7.421e-02,5.957e+00,1.617e+00,130,6.489e+01,3.909e-01,-5.869e-01,6.773e+00,2.390e+01,0,1
500285,0,114,5.796e+01,-5.237e-01,-5.869e-01,6.669e+00,3.749e+01,261,7.337e+01,1.084e-01,-1.906e-01,8.939e+00,5.210e+01,1,1
500287,0,71,5.300e+01,-2.634e-02,-7.421e-02,5.957e+00,2.945e+00,71,5.372e+01,4.617e-02,-7.421e-02,5.957e+00,2.147e+01,1,1
500290,0,135,5.677e+01,-4.041e-03,-7.421e-02,6.773e+00,1.674e+00,270,7.048e+01,4.566e-01,6.298e-01,8.226e+00,2.996e+01,1,1
500291,0,71,5.199e+01,-1.833e-01,-7.421e-02,5.957e+00,2.071e+01,106,6.163e+01,-4.223e-01,2.334e-01,6.165e+00,2.569e+00,0,1
500292,0,72,5.226e+01,-1.163e-01,2.833e-02,5.957e+00,3.611e+00,137,5.727e+01,-3.029e-02,1.309e-01,6.773e+00,3.745e+01,1,1
500293,0,265,6.920e+01,1.017e-01,1.171e-01,8.226e+00,4.368e+01,266,8.783e+01,1.354e-01,2.319e-01,1.041e+01,3.779e+01,1,1
500295,0,120,5.682e+01,-4.094e-02,2.833e-02,6.669e+00,3.323e+01,135,5.953e+01,5.332e-02,-7.421e-02,6.773e+00,1.359e+00,0,1
500296,0,72,4.955e+01,-8.525e-02,2.833e-02,5.957e+00,1.639e+01,88,4.993e+01,-8.813e-02,2.833e-02,6.061e+00,4.742e+01,0,1
500301,0,264,6.928e+01,-2.743e-04,1.452e-02,8.226e+00,2.103e+00,261,9.671e+01,-7.798e-01,-2.808e-01,1.153e+01,6.957e+01,1,1
500302,0,104,5.047e+01,4.943e-03,2.833e-02,6.165e+00,4.064e+01,260,6.676e+01,3.000e-02,-2.931e-01,8.122e+00,1.173e+01,1,1
500303,0,122,5.819e+01,1.149e-01,2.334e-01,6.669e+00,2.121e+01,264,8.247e+01,2.928e-01,1.452e-02,8.939e+00,2.112e+00,1,1
500304,0,135,5.593e+01,8.404e-03,-7.421e-02,6.773e+00,4.587e+01,265,6.722e+01,2.060e-02,1.171e-01,8.226e+00,2.173e+01,1,1
500306,0,263,7.046e+01,-4.992e-02,-8.802e-02,8.226e+00,6.767e+00,263,7.202e+01,6.829e-02,-8.802e-02,8.122e+00,3.681e+00,0,1
500308,0,106,5.285e+01,6.431e-01,2.334e-01,6.165e+00,2.066e+00,104,5.932e+01,-8.176e-01,2.833e-02,6.165e+00,3.434e+01,0,1
500311,0,72,4.999e+01,1.589e-01,2.833e-02,5.957e+00,1.321e+01,72,5.104e+01,1.399e-01,2.833e-02,5.957e+00,3.932e+01,1,1
500312,0,102,5.130e+01,7.481e-03,-1.768e-01,6.165e+00,4.228e+01,260,6.959e+01,1.096e-01,-2.931e-01,8.226e+00,3.628e+01,1,1
500313,0,262,9.111e+01,-8.572e-01,-1.782e-01,1.041e+01,1.911e+01,261,9.129e+01,-8.617e-01,-2.808e-01,1.041e+01,4.482e+00,0,1
500316,0,134,5.652e+01,-5.646e-02,-1.768e-01,6.773e+00,3.742e+01,261,8.612e+01,4.996e-01,-2.808e-01,1.051e+01,5.685e+01,1,1
500327,0,103,5.268e+01,7.194e-03,-7.421e-02,6.165e+00,5.952e+01,119,5.837e+01,-7.184e-03,-7.421e-02,6.669e+00,3.272e+01,1,1
500331,0,71,4.888e+01,7.805e-02,-7.421e-02,5.957e+00,5.997e+00,87,4.965e+01,9.438e-02,-7.421e-02,6.061e+00,1.454e+01,1,1
500332,0,135,5.849e+01,-3.332e-02,-7.421e-02,6.773e+00,5.687e+00,263,6.845e+01,9.079e-02,-8.802e-02,8.226e+00,2.969e+01,1,1
500333,0,88,5.476e+01,1.900e-01,2.833e-02,6.061e+00,4.930e+01,104,5.562e+01,1.568e-01,2.833e-02,6.165e+00,3.374e+01,1,1
500337,0,266,6.826e+01,-8.560e-02,2.196e-01,8.122e+00,3.877e+01,263,8.981e+01,-1.854e-02,-7.568e-02,1.061e+01,4.162e+01,1,1
500344,0,88,5.354e+01,-6.531e-02,2.833e-02,6.061e+00,2.817e+01,103,5.593e+01,-3.042e-02,-7.421e-02,6.165e+00,2.353e+00,0,1
500347,0,70,5.280e+01,-1.365e-01,-1.767e-01,5.957e+00,2.924e+01,268,7.301e+01,-3.951e-02,4.247e-01,8.226e+00,3.511e+01,1,1
500349,0,105,5.307e+01,2.784e-02,1.309e-01,6.165e+00,2.919e+00,117,5.606e+01,7.112e-01,-2.793e-01,6.669e+00,1.162e+00,0,1
500353,0,73,5.205e+01,-3.752e-01,1.309e-01,5.957e+00,4.133e+00,87,5.359e+01,1.566e-01,-7.421e-02,6.061e+00,1.225e+00,0,1
500354,0,105,5.204e+01,-7.252e-02,1.309e-01,6.165e+00,9.860e+00,264,7.698e+01,-4.052e-02,1.452e-02,8.939e+00,5.009e+01,1,1
500358,0,102,5.411e+01,5.211e-02,-1.767e-01,6.165e+00,8.509e+00,103,5.454e+01,4.834e-02,-7.421e-02,6.165e+00,1.912e+01,0,1
500368,0,136,5.807e+01,-1.340e-01,2.833e-02,6.773e+00,3.381e+01,260,7.058e+01,6.510e-01,-2.931e-01,8.122e+00,4.611e+01,1,1
500376,0,106,5.362e+01,-8.256e-02,2.334e-01,6.165e+00,2.705e+01,89,5.737e+01,-6.899e-02,1.309e-01,6.061e+00,2.362e+00,0,1
500381,0,87,5.018e+01,1.101e-01,-7.421e-02,6.061e+00,2.842e+01,87,5.068e+01,7.016e-02,-7.421e-02,6.061e+00,1.140e+00,1,1
500387,0,89,5.253e+01,3.054e-02,1.309e-01,6.061e+00,4.539e+01,263,9.049e+01,-3.797e-01,-7.568e-02,1.041e+01,5.051e+01,1,1
500388,0,106,5.740e+01,4.490e-01,2.334e-01,6.165e+00,2.075e+01,268,9.068e+01,4.455e-01,4.370e-01,1.041e+01,5.492e+00,1,1
500392,0,104,5.169e+01,2.704e-02,2.833e-02,6.165e+00,1.201e+00,103,5.243e+01,-4.424e-02,-7.421e-02,6.165e+00,1.722e+01,1,1
500396,0,88,5.186e+01,-1.070e-01,2.833e-02,6.061e+00,1.286e+01,104,5.279e+01,-1.493e-01,2.833e-02,6.165e+00,1.176e+01,0,1
500399,0,71,5.013e+01,-7.752e-02,-7.421e-02,5.957e+00,5.169e+00,256,7.069e+01,4.320e-01,-7.033e-01,8.122e+00,4.249e+01,0,1
500402,0,73,5.192e+01,6.812e-02,1.309e-01,5.957e+00,1.359e+01,88,5.311e+01,7.033e-02,2.833e-02,6.061e+00,1.338e+01,0,1
500403,0,73,5.172e+01,-7.283e-02,1.309e-01,5.957e+00,2.284e+01,88,5.177e+01,-6.975e-02,2.833e-02,6.061e+00,1.498e+01,0,1
500404,0,72,4.957e+01,-7.065e-02,2.833e-02,5.957e+00,4.372e+01,120,5.522e+01,-3.702e-02,2.833e-02,6.669e+00,2.110e+00,1,1
500407,0,87,4.861e+01,-3.838e-02,-7.421e-02,6.061e+00,2.087e+01,71,4.885e+01,-2.114e-02,-7.421e-02,5.957e+00,7.983e+00,0,1
500408,0,103,5.364e+01,-1.865e-02,-7.421e-02,6.165e+00,3.986e+01,117,5.643e+01,2.187e-01,-2.793e-01,6.669e+00,3.384e+00,1,1
500415,0,73,5.022e+01,4.991e-02,1.309e-01,5.957e+00,1.058e+01,73,5.038e+01,6.351e-02,1.309e-01,5.957e+00,7.821e+00,1,1
500416,0,89,4.983e+01,-6.209e-02,1.309e-01,6.061e+00,1.197e+01,105,5.090e+01,-2.703e-02,1.309e-01,6.165e+00,5.741e+00,1,1
500417,0,104,5.161e+01,5.774e-02,2.833e-02,6.165e+00,6.045e+00,138,6.194e+01,-5.917e-01,2.334e-01,6.773e+00,1.709e+01,0,1
500419,0,71,4.755e+01,1.336e-01,-7.421e-02,5.957e+00,3.898e+01,72,4.815e+01,1.275e-01,2.833e-02,5.957e+00,1.178e+01,0,1
500421,0,73,4.922e+01,1.473e-02,1.309e-01,5.957e+00,5.214e+01,105,5.078e+01,-1.330e-02,1.309e-01,6.165e+00,4.017e+01,1,1
500423,0,106,5.109e+01,5.708e-03,2.334e-01,6.165e+00,3.616e+01,261,7.536e+01,-1.739e-01,-1.906e-01,8.939e+00,4.119e+01,1,1
500428,0,71,5.043e+01,-1.649e-02,-7.421e-02,5.957e+00,7.980e+00,87,5.217e+01,-4.218e-02,-7.421e-02,6.061e+00,1.506e+01,0,1
500429,0,104,4.994e+01,1.934e-02,2.833e-02,6.165e+00,3.411e+00,87,4.995e+01,7.753e-02,-7.421e-02,6.061e+00,4.468e+01,1,1
500431,0,59,5.628e+01,-1.983e-01,3.359e-01,6.773e+00,9.082e+00,263,9.475e+01,-9.752e-01,-7.568e-02,1.143e+01,4.708e+00,1,1
500434,0,73,4.890e+01,1.375e-01,1.309e-01,5.957e+00,3.528e+01,263,7.800e+01,-7.686e-01,-8.802e-02,8.939e+00,3.167e+01,1,1
500435,0,72,5.138e+01,-1.736e-01,2.833e-02,5.957e+00,2.595e+01,137,5.880e+01,-3.096e-01,1.309e-01,6.773e+00,3.516e+01,1,1
500437,0,89,5.018e+01,-2.548e-02,1.309e-01,6.061e+00,4.024e+01,263,7.212e+01,3.742e-02,-8.802e-02,8.835e+00,5.941e+01,1,1
500442,0,104,5.175e+01,-3.390e-02,2.833e-02,6.165e+00,3.166e+01,130,7.086e+01,-2.961e-01,-5.869e-01,6.773e+00,2.319e+00,0,1
500448,0,87,4.826e+01,-2.542e-03,-7.421e-02,6.061e+00,3.274e+01,118,5.265e+01,-1.699e-02,-1.767e-01,6.669e+00,1.235e+01,1,1
500455,0,87,5.071e+01,-1.847e-02,-7.421e-02,6.061e+00,2.746e+01,261,9.537e+01,-6.221e-01,-2.808e-01,1.061e+01,2.815e+01,1,1
500457,0,71,4.966e+01,5.825e-02,-7.421e-02,5.957e+00,4.366e+01,72,5.001e+01,4.889e-02,2.833e-02,5.957e+00,1.320e+01,1,1
500458,0,87,5.504e+01,-3.382e-02,-7.421e-02,6.061e+00,3.057e+01,96,6.683e+01,7.878e-02,-7.920e-01,6.165e+00,2.573e+00,1,1
500459,0,71,4.868e+01,9.742e-02,-7.421e-02,5.957e+00,7.232e+00,70,4.883e+01,3.068e-02,-1.768e-01,5.957e+00,1.539e+00,1,1
500468,0,265,8.611e+01,-1.591e-01,1.294e-01,1.041e+01,4.960e+01,259,8.961e+01,-6.148e-02,-4.858e-01,1.061e+01,5.106e+00,1,1
500469,0,72,5.280e+01,3.852e-02,2.833e-02,5.957e+00,1.646e+01,72,5.404e+01,-1.045e-02,2.833e-02,5.957e+00,3.651e+01,1,1
500472,0,119,5.724e+01,3.065e-02,-7.421e-02,6.669e+00,4.374e+01,120,5.779e+01,-1.153e-02,2.833e-02,6.669e+00,2.315e+01,1,1
500477,0,88,5.194e+01,1.004e-01,2.833e-02,6.061e+00,2.962e+01,105,5.322e+01,1.409e-02,1.309e-01,6.165e+00,1.002e+01,1,1
500493,0,120,5.522e+01,1.046e-01,2.833e-02,6.669e+00,4.285e+01,119,5.526e+01,1.219e-01,-7.421e-02,6.669e+00,1.603e+00,0,1
500498,0,87,5.084e+01,6.202e-02,-7.421e-02,6.061e+00,1.066e+01,103,5.127e+01,4.268e-02,-7.421e-02,6.165e+00,3.700e+01,0,1
500504,0,263,8.792e+01,-5.670e-01,-7.568e-02,1.051e+01,3.169e+01,256,9.548e+01,-1.624e-01,-7.935e-01,1.099e+01,3.356e+00,0,1
500532,0,133,7.569e+01,-7.596e-01,-2.793e-01,6.773e+00,2.818e+00,269,8.064e+01,3.486e-01,5.272e-01,8.835e+00,2.037e+01,0,1
500538,0,263,9.831e+01,-1.512e-01,-7.568e-02,1.109e+01,2.391e+00,257,9.885e+01,-1.017e+00,-5.884e-01,1.061e+01,3.230e+00,0,1
500539,0,71,4.957e+01,-1.097e-01,-7.421e-02,5.957e+00,3.780e+01,87,5.002e+01,-9.176e-02,-7.421e-02,6.061e+00,1.830e+01,0,1
500543,0,259,9.164e+01,-3.873e-01,-4.858e-01,1.099e+01,5.247e+01,259,9.190e+01,-3.935e-01,-4.858e-01,1.109e+01,1.755e+01,0,1
500548,0,72,5.133e+01,-1.915e-02,2.833e-02,5.957e+00,1.214e+01,88,5.294e+01,3.239e-02,2.833e-02,6.061e+00,1.786e+00,0,1
500551,0,265,7.044e+01,-8.094e-02,1.171e-01,8.122e+00,1.940e+01,264,7.115e+01,-4.870e-02,1.452e-02,8.226e+00,1.355e+01,0,1
500555,0,105,5.198e+01,1.951e-03,1.309e-01,6.165e+00,1.397e+01,118,5.882e+01,-2.135e-01,-1.768e-01,6.669e+00,5.091e+00,0,1
500561,0,120,5.795e+01,-9.383e-02,2.833e-02,6.669e+00,1.695e+01,135,5.938e+01,-1.051e-01,-7.421e-02,6.773e+00,6.115e+00,0,1
500562,0,88,4.986e+01,-1.325e-01,2.833e-02,6.061e+00,1.911e+01,104,5.017e+01,-1.376e-01,2.833e-02,6.165e+00,2.311e+00,0,1
500579,0,73,4.944e+01,-7.592e-02,1.309e-01,5.957e+00,2.227e+01,85,6.301e+01,-2.540e-01,-2.793e-01,6.061e+00,1.047e+00,0,1
500582,0,88,5.231e+01,-1.376e-01,2.833e-02,6.061e+00,3.654e+01,112,5.994e+01,-7.236e-02,-7.920e-01,6.669e+00,4.067e+00,0,1
500583,0,137,5.841e+01,1.945e-01,1.309e-01,6.773e+00,4.772e+01,257,9.206e+01,-6.749e-01,-6.007e-01,8.226e+00,4.987e+00,0,1
500594,0,263,9.302e+01,-1.491e-01,-7.568e-02,1.109e+01,1.014e+01,265,9.880e+01,-5.929e-01,1.294e-01,1.109e+01,2.692e+00,0,1
500596,0,105,5.152e+01,1.048e-01,1.309e-01,6.165e+00,2.908e+01,256,7.788e+01,-6.748e-01,-7.033e-01,8.122e+00,3.165e+00,0,1
500608,0,137,6.197e+01,-1.605e-02,1.309e-01,6.773e+00,8.592e+00,268,7.974e+01,6.943e-01,4.247e-01,8.226e+00,1.664e+01,0,1
500620,0,260,7.095e+01,-4.965e-01,-2.931e-01,8.226e+00,7.963e+00,259,7.111e+01,-5.010e-01,-3.956e-01,8.226e+00,1.001e+01,0,1
500636,0,104,5.276e+01,-9.520e-02,2.833e-02,6.165e+00,4.761e+00,268,7.369e+01,8.906e-01,4.247e-01,8.226e+00,3.138e+01,0,1
500638,0,267,7.087e+01,2.745e-01,3.221e-01,8.939e+00,1.469e+01,266,7.150e+01,2.902e-01,2.196e-01,8.939e+00,3.734e+01,0,1
500639,0,137,5.777e+01,-6.546e-02,1.309e-01,6.773e+00,5.174e+00,135,6.235e+01,2.546e-01,-7.421e-02,6.773e+00,3.506e+00,0,1
500643,0,269,7.100e+01,-5.842e-01,5.272e-01,8.226e+00,2.124e+01,264,9.650e+01,-8.433e-01,1.452e-02,8.122e+00,3.299e+00,0,1
500645,0,258,7.000e+01,8.022e-02,-4.982e-01,8.122e+00,1.734e+01,259,7.296e+01,2.066e-01,-3.956e-01,8.122e+00,2.079e+00,0,1
500654,0,265,7.322e+01,2.558e-01,1.171e-01,8.939e+00,4.366e+01,270,1.264e+02,-4.906e-01,6.421e-01,1.099e+01,1.665e+00,0,1
500660,0,88,5.357e+01,-1.185e-01,2.833e-02,6.061e+00,4.772e+01,72,5.386e+01,-1.142e-01,2.833e-02,5.957e+00,1.279e+00,0,1
500669,0,88,5.198e+01,-9.325e-02,2.833e-02,6.061e+00,2.749e+01,104,5.202e+01,-9.436e-02,2.833e-02,6.165e+00,3.109e+01,0,1
500672,0,257,7.168e+01,-5.991e-02,-6.007e-01,8.226e+00,5.437e+00,258,7.198e+01,-6.529e-02,-4.982e-01,8.226e+00,1.230e+01,0,1
500673,0,118,5.861e+01,-8.880e-02,-1.768e-01,6.669e+00,2.989e+00,134,6.018e+01,-7.223e-02,-1.767e-01,6.773e+00,3.249e+00,0,1
500675,0,88,5.270e+01,-7.271e-02,2.833e-02,6.061e+00,3.999e+01,103,5.537e+01,-8.787e-02,-7.421e-02,6.165e+00,1.212e+00,0,1
1000003,0,89,5.448e+01,1.693e-02,1.309e-01,6.061e+00,3.055e+01,137,6.187e+01,-1.934e-02,1.309e-01,6.773e+00,2.906e+01,1,2
1000004,0,72,5.588e+01,9.638e-02,2.833e-02,5.957e+00,7.591e+00,263,7.669e+01,7.482e-02,-8.802e-02,8.226e+00,9.951e+00,1,2
1000011,0,120,6.138e+01,9.399e-03,2.833e-02,6.669e+00,1.374e+01,102,7.071e+01,-1.365e-01,-1.768e-01,6.165e+00,3.141e+00,0,2
1000014,0,87,6.104e+01,1.762e-02,-7.421e-02,6.061e+00,1.745e+01,87,6.142e+01,-2.691e-02,-7.421e-02,6.061e+00,3.244e+00,1,2
1000015,0,89,5.571e+01,8.731e-02,1.309e-01,6.061e+00,3.934e+01,265,1.025e+02,1.834e-03,1.294e-01,1.099e+01,3.130e+01,1,2
1000017,0,73,5.426e+01,1.170e-01,1.309e-01,5.957e+00,2.588e+01,61,5.882e+01,4.278e-01,5.410e-01,6.773e+00,2.694e+00,0,2
1000018,0,73,5.752e+01,5.850e-02,1.309e-01,5.957e+00,3.848e+00,122,6.393e+01,7.530e-02,2.334e-01,6.669e+00,1.708e+01,1,2
1000022,0,105,5.434e+01,-9.550e-02,1.309e-01,6.165e+00,2.665e+01,104,5.473e+01,-9.324e-02,2.833e-02,6.165e+00,4.538e+00,0,2
1000024,0,136,5.966e+01,1.661e-02,2.833e-02,6.773e+00,3.944e+01,270,9.367e+01,2.453e-01,6.421e-01,1.051e+01,3.893e+01,1,2
1000032,0,103,5.436e+01,-8.585e-02,-7.421e-02,6.165e+00,2.879e+01,117,6.394e+01,-1.597e-01,-2.793e-01,6.669e+00,1.184e+00,0,2
1000035,0,71,5.461e+01,-1.817e-02,-7.421e-02,5.957e+00,1.156e+01,72,5.479e+01,-1.719e-02,2.833e-02,5.957e+00,1.081e+01,0,2
1000036,0,72,5.737e+01,-1.142e-01,2.833e-02,5.957e+00,3.832e+00,88,5.935e+01,1.836e-02,2.833e-02,6.061e+00,1.447e+00,0,2
1000037,0,135,6.094e+01,-1.326e-01,-7.421e-02,6.773e+00,4.160e+00,136,6.099e+01,-1.324e-01,2.833e-02,6.773e+00,2.160e+01,0,2
1000038,0,71,5.452e+01,3.239e-01,-7.421e-02,5.957e+00,4.038e+00,261,7.219e+01,1.896e-01,-1.906e-01,8.122e+00,1.672e+01,1,2
1000039,0,71,5.459e+01,1.927e-01,-7.421e-02,5.957e+00,5.202e+01,119,6.151e+01,2.074e-01,-7.421e-02,6.669e+00,2.846e+01,1,2
1000044,0,72,5.588e+01,3.207e-02,2.833e-02,5.957e+00,3.694e+01,89,6.159e+01,2.394e-01,1.309e-01,6.061e+00,1.140e+00,0,2
1000045,0,265,7.588e+01,-5.742e-02,1.171e-01,8.226e+00,2.710e+01,267,8.321e+01,2.053e-03,3.221e-01,8.835e+00,1.201e+00,1,2
1000047,0,104,6.124e+01,-9.723e-02,2.833e-02,6.165e+00,9.423e+00,121,6.663e+01,-2.858e-02,1.309e-01,6.669e+00,2.898e+01,1,2
1000048,0,71,5.949e+01,-1.363e-02,-7.421e-02,5.957e+00,4.180e+00,136,6.544e+01,-3.308e-02,2.833e-02,6.773e+00,2.017e+01,1,2
1000049,0,263,7.055e+01,9.720e-02,-8.802e-02,8.122e+00,2.377e+01,268,9.109e+01,5.110e-01,4.247e-01,8.835e+00,1.317e+00,0,2
1000051,0,105,5.388e+01,6.150e-02,1.309e-01,6.165e+00,3.804e+01,265,7.961e+01,7.146e-01,1.171e-01,8.939e+00,1.608e+01,1,2
1000053,0,116,6.228e+01,4.228e-03,-3.818e-01,6.669e+00,3.468e+01,263,8.601e+01,-2.364e-01,-8.802e-02,8.835e+00,1.181e+00,1,2
1000057,0,120,6.077e+01,-2.785e-02,2.833e-02,6.669e+00,3.765e+01,259,1.020e+02,-5.131e-01,-4.858e-01,1.099e+01,2.950e+01,1,2
1000058,0,88,5.735e+01,-7.910e-02,2.833e-02,6.061e+00,3.314e+01,89,5.758e+01,-9.691e-02,1.309e-01,6.061e+00,3.288e+01,1,2
1000061,0,87,5.431e+01,1.645e-01,-7.421e-02,6.061e+00,4.337e+01,263,7.453e+01,1.868e-01,-8.802e-02,8.226e+00,7.009e+00,1,2
